NSN          	SRAN	INVENTORY                                                    
NSL$0088226	W	1                                                                 
NSL$0088228	W	3                                                                 
NSL$0088244	W	1                                                                 
NSL$0088245	W	1                                                                 
NSL$0088255	W	1                                                                 
NSL$0088256	W	1                                                                 
NSL$0088257	W	1                                                                 
NSL$0088259	W	1                                                                 
NSL$0088262	W	1                                                                 
NSL$0088266	W	1                                                                 
NSL$0088272	W	1                                                                 
NSL$0088273	W	1                                                                 
NSL$0088275	W	1                                                                 
NSL$0088278	W	5                                                                 
NSL$0088279	W	1                                                                 
NSL$0088290	W	1                                                                 
NSL$0088291	W	5                                                                 
NSL$0088296	W	1                                                                 
NSL$0088298	W	2                                                                 
NSL$0088300	W	1                                                                 
NSL$0088301	W	1                                                                 
NSL$0088304	W	1                                                                 
NSL$0088305	W	1                                                                 
NSL$0088306	W	1                                                                 
NSL$0088308	W	1                                                                 
NSL$0088310	W	23                                                                
NSL$0088312	W	1                                                                 
NSL$0088319	W	3                                                                 
NSL$0088321	W	2                                                                 
NSL$0088322	W	4                                                                 
NSL$0088324	W	1                                                                 
NSL$0088326	W	1                                                                 
NSL$0088327	W	1                                                                 
NSL$0088329	W	1                                                                 
NSL$0088332	W	3                                                                 
NSL$0088333	W	2                                                                 
NSL$0088336	W	10                                                                
NSL$0088347	W	1                                                                 
NSL$0088348	W	5                                                                 
NSL$0088355	W	1                                                                 
NSL$0088357	W	2                                                                 
NSL$0088358	W	38                                                                
NSL$0088359	W	2                                                                 
NSL$0088362	W	35                                                                
NSL$0088365	W	1                                                                 
NSL$0088368	W	1                                                                 
NSL$0088373	W	1                                                                 
NSL$0088374	W	1                                                                 
NSL$0088375	W	2                                                                 
NSL$0088377	W	3                                                                 
NSL$0088378	W	6                                                                 
NSL$0088384	W	1                                                                 
NSL$0088386	W	9                                                                 
NSL$0088387	W	1                                                                 
NSL$0088388	W	13                                                                
NSL$0088391	W	1                                                                 
NSL$0088392	W	1                                                                 
NSL$0088395	W	4                                                                 
NSL$0088396	W	1                                                                 
NSL$0088400	W	3                                                                 
NSL$0088401	W	1                                                                 
NSL$0088402	W	1                                                                 
NSL$0088403	W	1                                                                 
NSL$0088404	W	1                                                                 
NSL$0088405	W	4                                                                 
NSL$0088406	W	3                                                                 
NSL$0088407	W	1                                                                 
NSL$0088409	W	1                                                                 
NSL$0088412	W	1                                                                 
NSL$0088416	W	1                                                                 
NSL$0088418	W	10                                                                
NSL$0088419	W	1                                                                 
NSL$0088427	W	1                                                                 
NSL$0088432	W	1                                                                 
NSL$0088437	W	11                                                                
NSL$0088439	W	5                                                                 
NSL$0088440	W	7                                                                 
NSL$0088442	W	1                                                                 
NSL$0088448	W	1                                                                 
NSL$0088449	W	1                                                                 
NSL$0088450	W	2                                                                 
NSL$0088451	W	4                                                                 
NSL$0088453	W	1                                                                 
NSL$0088455	W	1                                                                 
NSL$0088457	W	1                                                                 
NSL$0088458	W	2                                                                 
NSL$0088459	W	3                                                                 
NSL$0088466	W	2                                                                 
NSL$0088471	W	1                                                                 
NSL$0088472	W	1                                                                 
NSL$0088474	W	1                                                                 
NSL$0088489	W	2                                                                 
NSL$0088490	W	1                                                                 
NSL$0088491	W	1                                                                 
NSL$0088494	W	3                                                                 
NSL$0088495	W	3                                                                 
NSL$0088496	W	3                                                                 
NSL$0088497	W	1                                                                 
NSL$0088498	W	1                                                                 
NSL$0088499	W	1                                                                 
NSL$0088500	W	9                                                                 
NSL$0088502	W	1                                                                 
NSL$0088505	W	1                                                                 
NSL$0088506	W	3                                                                 
NSL$0088507	W	2                                                                 
NSL$0088509	W	1                                                                 
NSL$0088510	W	4                                                                 
NSL$0088515	W	1                                                                 
NSL$0088519	W	312                                                               
NSL$0088521	W	1                                                                 
NSL$0088522	W	5                                                                 
NSL$0088523	W	2                                                                 
NSL$0088524	W	10                                                                
NSL$0088525	W	1                                                                 
NSL$0088526	W	18                                                                
NSL$0088527	W	30                                                                
NSL$0088529	W	1                                                                 
NSL$0088531	W	1                                                                 
NSL$0088532	W	1                                                                 
NSL$0088533	W	1                                                                 
NSL$0088538	W	1                                                                 
NSL$0088539	W	3                                                                 
NSL$0088544	W	1                                                                 
NSL$0088545	W	1                                                                 
NSL$0088547	W	1                                                                 
NSL$0088548	W	1                                                                 
NSL$0088549	W	1                                                                 
NSL$0088550	W	2                                                                 
NSL$0088554	W	123                                                               
NSL$0088555	W	245                                                               
NSL$0088558	W	1                                                                 
NSL$0088561	W	3                                                                 
NSL$0088562	W	1                                                                 
NSL$0088567	W	1                                                                 
NSL$0088568	W	3                                                                 
NSL$0088571	W	78                                                                
NSL$0088572	W	77                                                                
NSL$0088573	W	23                                                                
NSL$0088574	W	24                                                                
NSL$0088575	W	2                                                                 
NSL$0088578	W	60                                                                
NSL$0088579	W	45                                                                
NSL$0088581	W	12                                                                
NSL$0088584	W	1                                                                 
NSL$0088585	W	1                                                                 
NSL$0088588	W	1                                                                 
NSL$0088590	W	1                                                                 
NSL$0088591	W	9                                                                 
NSL$0088599	W	8                                                                 
NSL$0088602	W	4                                                                 
NSL$0088605	W	1                                                                 
NSL$0088610	W	3                                                                 
NSL$0088612	W	1                                                                 
NSL$0088614	W	1                                                                 
NSL$0088616	W	2                                                                 
NSL$0088620	W	4                                                                 
NSL$0088621	W	1                                                                 
NSL$0088625	W	1                                                                 
NSL$0088626	W	2                                                                 
NSL$0088643	W	6                                                                 
NSL$0088653	W	2                                                                 
NSL$0088654	W	1                                                                 
NSL$0088655	W	4                                                                 
NSL$0088656	W	4                                                                 
NSL$0088668	W	1                                                                 
NSL$0088669	W	1                                                                 
NSL$0088671	W	1                                                                 
NSL$0088672	W	1                                                                 
NSL$0088673	W	28                                                                
NSL$0088678	W	2                                                                 
NSL$0088679	W	8                                                                 
NSL$0088680	W	1                                                                 
NSL$0088682	W	1                                                                 
NSL$0088684	W	1                                                                 
NSL$0088685	W	1                                                                 
NSL$0088686	W	1                                                                 
NSL$0088687	W	1                                                                 
NSL$0088699	W	3                                                                 
NSL$0088701	W	1                                                                 
NSL$0088702	W	6                                                                 
NSL$0088703	W	2                                                                 
NSL$0088704	W	2                                                                 
NSL$0088705	W	9                                                                 
NSL$0088706	W	17                                                                
NSL$0088707	W	1                                                                 
NSL$0088708	W	2                                                                 
NSL$0088709	W	6                                                                 
NSL$0088710	W	2                                                                 
NSL$0088711	W	2                                                                 
NSL$0088712	W	28                                                                
NSL$0088713	W	29                                                                
NSL$0088714	W	70                                                                
NSL$0088715	W	62                                                                
NSL$0088716	W	119                                                               
NSL$0088717	W	105                                                               
NSL$0088731	W	5                                                                 
NSL$0088732	W	9                                                                 
NSL$0088733	W	15                                                                
NSL$0088734	W	1                                                                 
NSL$0088735	W	1                                                                 
NSL$0088736	W	31                                                                
NSL$0088737	W	2                                                                 
NSL$0088738	W	8                                                                 
NSL$0088739	W	28                                                                
NSL$0088740	W	57                                                                
NSL$0088741	W	8                                                                 
NSL$0088742	W	2                                                                 
NSL$0088743	W	8                                                                 
NSL$0088744	W	37                                                                
NSL$0088745	W	9                                                                 
NSL$0088746	W	1                                                                 
NSL$0088747	W	15                                                                
NSL$0088748	W	16                                                                
NSL$0088749	W	6                                                                 
NSL$0088750	W	31                                                                
NSL$0088751	W	5                                                                 
NSL$0088752	W	17                                                                
NSL$0088753	W	6                                                                 
NSL$0088754	W	56                                                                
NSL$0088755	W	1                                                                 
NSL$0088756	W	89                                                                
NSL$0088757	W	16                                                                
NSL$0088758	W	14                                                                
NSL$0088759	W	1                                                                 
NSL$0088760	W	31                                                                
NSL$0088761	W	153                                                               
NSL$0088762	W	61                                                                
NSL$0088763	W	23                                                                
NSL$0088764	W	27                                                                
NSL$0088765	W	1                                                                 
NSL$0088766	W	12                                                                
NSL$0088767	W	6                                                                 
NSL$0088768	W	13                                                                
NSL$0088769	W	14                                                                
NSL$0088770	W	16                                                                
NSL$0088771	W	9                                                                 
NSL$0088773	W	35                                                                
NSL$0088774	W	9                                                                 
NSL$0088775	W	14                                                                
NSL$0088776	W	30                                                                
NSL$0088777	W	2                                                                 
NSL$0088778	W	3                                                                 
NSL$0088779	W	35                                                                
NSL$0088780	W	6                                                                 
NSL$0088781	W	12                                                                
NSL$0088782	W	35                                                                
NSL$0088783	W	36                                                                
NSL$0088784	W	15                                                                
NSL$0088785	W	14                                                                
NSL$0088786	W	34                                                                
NSL$0088787	W	35                                                                
NSL$0088788	W	1                                                                 
NSL$0088789	W	34                                                                
NSL$0088790	W	36                                                                
NSL$0088791	W	2                                                                 
NSL$0088792	W	3                                                                 
NSL$0088793	W	35                                                                
NSL$0088794	W	34                                                                
NSL$0088795	W	31                                                                
NSL$0088796	W	3                                                                 
NSL$0088797	W	12                                                                
NSL$0088798	W	13                                                                
NSL$0088800	W	31                                                                
NSL$0088802	W	131                                                               
NSL$0088803	W	1                                                                 
NSL$0088804	W	3                                                                 
NSL$0088805	W	60                                                                
NSL$0088806	W	4                                                                 
NSL$0088807	W	2                                                                 
NSL$0088808	W	2                                                                 
NSL$0088809	W	8                                                                 
NSL$0088810	W	2                                                                 
NSL$0088811	W	2                                                                 
NSL$0088812	W	3                                                                 
NSL$0088813	W	1                                                                 
NSL$0088814	W	4                                                                 
NSL$0088815	W	2                                                                 
NSL$0088816	W	2                                                                 
NSL$0088817	W	10                                                                
NSL$0088818	W	3                                                                 
NSL$0088819	W	15                                                                
NSL$0088820	W	15                                                                
NSL$0088821	W	15                                                                
NSL$0088822	W	15                                                                
NSL$0088823	W	2                                                                 
NSL$0088824	W	7                                                                 
NSL$0088825	W	7                                                                 
NSL$0088826	W	11                                                                
NSL$0088827	W	8                                                                 
NSL$0088828	W	8                                                                 
NSL$0088829	W	11                                                                
NSL$0088830	W	8                                                                 
NSL$0088831	W	11                                                                
NSL$0088832	W	8                                                                 
NSL$0088833	W	11                                                                
NSL$0088834	W	6                                                                 
NSL$0088835	W	8                                                                 
NSL$0088836	W	10                                                                
NSL$0088837	W	10                                                                
NSL$0088838	W	8                                                                 
NSL$0088839	W	9                                                                 
NSL$0088840	W	9                                                                 
NSL$0088841	W	1                                                                 
NSL$0088842	W	10                                                                
NSL$0088843	W	35                                                                
NSL$0088844	W	15                                                                
NSL$0088845	W	1                                                                 
NSL$0088846	W	34                                                                
NSL$0088847	W	33                                                                
NSL$0088849	W	5                                                                 
NSL$0088850	W	1                                                                 
NSL$0088855	W	24                                                                
NSL$0088856	W	10                                                                
NSL$0088857	W	4                                                                 
NSL$0088858	W	5                                                                 
NSL$0088859	W	4                                                                 
NSL$0088860	W	3                                                                 
NSL$0088861	W	2                                                                 
NSL$0088863	W	2                                                                 
NSL$0088864	W	4                                                                 
NSL$0088867	W	1                                                                 
NSL$0088868	W	1                                                                 
NSL$0088869	W	1                                                                 
NSL$0088870	W	15                                                                
NSL$0088871	W	1                                                                 
NSL$0088872	W	2                                                                 
NSL$0088873	W	3                                                                 
NSL$0088874	W	1                                                                 
NSL$0088875	W	5                                                                 
NSL$0088877	W	8                                                                 
NSL$0088879	W	8                                                                 
NSL$0088880	W	2                                                                 
NSL$0088881	W	1                                                                 
NSL$0088882	W	3                                                                 
NSL$0088883	W	27                                                                
NSL$0088884	W	15                                                                
NSL$0088885	W	14                                                                
NSL$0088886	W	14                                                                
NSL$0088887	W	15                                                                
NSL$0088888	W	11                                                                
NSL$0088890	W	15                                                                
NSL$0088891	W	30                                                                
NSL$0088892	W	30                                                                
NSL$0088893	W	9                                                                 
NSL$0088894	W	15                                                                
NSL$0088895	W	5                                                                 
NSL$0088896	W	3                                                                 
NSL$0088897	W	15                                                                
NSL$0088898	W	5                                                                 
NSL$0088899	W	5                                                                 
NSL$0088900	W	24                                                                
NSL$0088901	W	69                                                                
NSL$0088902	W	46                                                                
NSL$0088903	W	46                                                                
NSL$0088904	W	41                                                                
NSL$0088905	W	30                                                                
NSL$0088906	W	8                                                                 
NSL$0088907	W	47                                                                
NSL$0088908	W	44                                                                
NSL$0088909	W	44                                                                
NSL$0088910	W	45                                                                
NSL$0088911	W	44                                                                
NSL$0088912	W	45                                                                
NSL$0088913	W	45                                                                
NSL$0088914	W	45                                                                
NSL$0088915	W	1                                                                 
NSL$0088916	W	45                                                                
NSL$0088917	W	45                                                                
NSL$0088918	W	29                                                                
NSL$0088919	W	29                                                                
NSL$0088920	W	15                                                                
NSL$0088921	W	15                                                                
NSL$0088922	W	11                                                                
NSL$0088923	W	15                                                                
NSL$0088924	W	14                                                                
NSL$0088925	W	15                                                                
NSL$0088926	W	15                                                                
NSL$0088927	W	15                                                                
NSL$0088928	W	3                                                                 
NSL$0088929	W	15                                                                
NSL$0088930	W	15                                                                
NSL$0088931	W	14                                                                
NSL$0088932	W	16                                                                
NSL$0088933	W	11                                                                
NSL$0088934	W	3                                                                 
NSL$0088935	W	15                                                                
NSL$0088936	W	15                                                                
NSL$0088937	W	15                                                                
NSL$0088938	W	12                                                                
NSL$0088939	W	30                                                                
NSL$0088940	W	26                                                                
NSL$0088941	W	26                                                                
NSL$0088942	W	44                                                                
NSL$0088943	W	29                                                                
NSL$0088944	W	10                                                                
NSL$0088945	W	45                                                                
NSL$0088946	W	44                                                                
NSL$0088947	W	45                                                                
NSL$0088948	W	45                                                                
NSL$0088949	W	45                                                                
NSL$0088951	W	32                                                                
NSL$0088952	W	51                                                                
NSL$0088953	W	1                                                                 
NSL$0088954	W	1                                                                 
NSL$0088955	W	3                                                                 
NSL$0088956	W	4                                                                 
NSL$0088957	W	3                                                                 
NSL$0088958	W	3                                                                 
NSL$0088959	W	3                                                                 
NSL$0088960	W	3                                                                 
NSL$0088961	W	3                                                                 
NSL$0088963	W	30                                                                
NSL$0088964	W	30                                                                
NSL$0088965	W	30                                                                
NSL$0088966	W	30                                                                
NSL$0088967	W	30                                                                
NSL$0088968	W	16                                                                
NSL$0088969	W	8                                                                 
NSL$0088970	W	8                                                                 
NSL$0088971	W	8                                                                 
NSL$0088972	W	8                                                                 
NSL$0088973	W	8                                                                 
NSL$0088974	W	8                                                                 
NSL$0088975	W	8                                                                 
NSL$0088976	W	7                                                                 
NSL$0088977	W	9                                                                 
NSL$0088978	W	8                                                                 
NSL$0088979	W	8                                                                 
NSL$0088980	W	8                                                                 
NSL$0088981	W	8                                                                 
NSL$0088982	W	8                                                                 
NSL$0088983	W	8                                                                 
NSL$0088984	W	8                                                                 
NSL$0088985	W	7                                                                 
NSL$0088986	W	8                                                                 
NSL$0088987	W	7                                                                 
NSL$0088988	W	8                                                                 
NSL$0088990	W	6                                                                 
NSL$0088991	W	6                                                                 
NSL$0088992	W	14                                                                
NSL$0088993	W	14                                                                
NSL$0088994	W	14                                                                
NSL$0088995	W	16                                                                
NSL$0088996	W	15                                                                
NSL$0088997	W	16                                                                
NSL$0088998	W	15                                                                
NSL$0088999	W	16                                                                
NSL$0089000	W	31                                                                
NSL$0089001	W	8                                                                 
NSL$0089002	W	8                                                                 
NSL$0089003	W	3                                                                 
NSL$0089004	W	4                                                                 
NSL$0089005	W	16                                                                
NSL$0089006	W	13                                                                
NSL$0089007	W	14                                                                
NSL$0089008	W	18                                                                
NSL$0089009	W	14                                                                
NSL$0089010	W	16                                                                
NSL$0089011	W	16                                                                
NSL$0089012	W	14                                                                
NSL$0089013	W	16                                                                
NSL$0089014	W	16                                                                
NSL$0089015	W	16                                                                
NSL$0089016	W	16                                                                
NSL$0089017	W	15                                                                
NSL$0089018	W	17                                                                
NSL$0089019	W	17                                                                
NSL$0089020	W	18                                                                
NSL$0089021	W	17                                                                
NSL$0089022	W	17                                                                
NSL$0089023	W	18                                                                
NSL$0089024	W	15                                                                
NSL$0089025	W	16                                                                
NSL$0089026	W	15                                                                
NSL$0089027	W	16                                                                
NSL$0089028	W	14                                                                
NSL$0089029	W	16                                                                
NSL$0089030	W	15                                                                
NSL$0089031	W	17                                                                
NSL$0089032	W	15                                                                
NSL$0089033	W	14                                                                
NSL$0089034	W	13                                                                
NSL$0089035	W	16                                                                
NSL$0089036	W	16                                                                
NSL$0089037	W	1                                                                 
NSL$0089038	W	1                                                                 
NSL$0089039	W	1                                                                 
NSL$0089040	W	1                                                                 
NSL$0089041	W	2                                                                 
NSL$0089042	W	17                                                                
NSL$0089043	W	14                                                                
NSL$0089044	W	14                                                                
NSL$0089045	W	1                                                                 
NSL$0089046	W	14                                                                
NSL$0089047	W	4                                                                 
NSL$0089048	W	15                                                                
NSL$0089049	W	1                                                                 
NSL$0089050	W	2                                                                 
NSL$0089051	W	5                                                                 
NSL$0089052	W	15                                                                
NSL$0089053	W	14                                                                
NSL$0089054	W	1                                                                 
NSL$0089055	W	14                                                                
NSL$0089056	W	14                                                                
NSL$0089057	W	14                                                                
NSL$0089058	W	1                                                                 
NSL$0089059	W	14                                                                
NSL$0089060	W	14                                                                
NSL$0089061	W	14                                                                
NSL$0089062	W	13                                                                
NSL$0089063	W	12                                                                
NSL$0089064	W	13                                                                
NSL$0089065	W	14                                                                
NSL$0089066	W	13                                                                
NSL$0089067	W	14                                                                
NSL$0089069	W	9                                                                 
NSL$0089070	W	15                                                                
NSL$0089071	W	1                                                                 
NSL$0089072	W	14                                                                
NSL$0089074	W	15                                                                
NSL$0089075	W	1                                                                 
NSL$0089076	W	14                                                                
NSL$0089077	W	15                                                                
NSL$0089078	W	15                                                                
NSL$0089079	W	8                                                                 
NSL$0089080	W	15                                                                
NSL$0089081	W	10                                                                
NSL$0089082	W	28                                                                
NSL$0089083	W	1                                                                 
NSL$0089084	W	40                                                                
NSL$0089085	W	41                                                                
NSL$0089086	W	114                                                               
NSL$0089087	W	6                                                                 
NSL$0089088	W	123                                                               
NSL$0089089	W	14                                                                
NSL$0089090	W	13                                                                
NSL$0089091	W	15                                                                
NSL$0089092	W	16                                                                
NSL$0089093	W	17                                                                
NSL$0089094	W	14                                                                
NSL$0089095	W	18                                                                
NSL$0089096	W	17                                                                
NSL$0089097	W	15                                                                
NSL$0089098	W	77                                                                
NSL$0089099	W	76                                                                
NSL$0089100	W	41                                                                
NSL$0089101	W	27                                                                
NSL$0089102	W	32                                                                
NSL$0089103	W	9                                                                 
NSL$0089105	W	40                                                                
NSL$0089106	W	42                                                                
NSL$0089107	W	1                                                                 
NSL$0089108	W	52                                                                
NSL$0089109	W	48                                                                
NSL$0089110	W	42                                                                
NSL$0089111	W	42                                                                
